,season,holiday,workingday,casual,registered,count,date,hour,weekday,month
6427,Spring,0,1,3,3,6,2012/3/5,1,Monday,March
6428,Spring,0,1,1,3,4,2012/3/5,2,Monday,March
6429,Spring,0,1,0,1,1,2012/3/5,3,Monday,March
6430,Spring,0,1,0,1,1,2012/3/5,4,Monday,March
6431,Spring,0,1,1,17,18,2012/3/5,5,Monday,March
6432,Spring,0,1,2,89,91,2012/3/5,6,Monday,March
6433,Spring,0,1,7,253,260,2012/3/5,7,Monday,March
6434,Spring,0,1,13,415,428,2012/3/5,8,Monday,March
6435,Spring,0,1,11,186,197,2012/3/5,9,Monday,March
6436,Spring,0,1,12,74,86,2012/3/5,10,Monday,March
6437,Spring,0,1,17,86,103,2012/3/5,11,Monday,March
6438,Spring,0,1,15,122,137,2012/3/5,12,Monday,March
6439,Spring,0,1,11,109,120,2012/3/5,13,Monday,March
6440,Spring,0,1,13,115,128,2012/3/5,14,Monday,March
6441,Spring,0,1,20,110,130,2012/3/5,15,Monday,March
6442,Spring,0,1,30,180,210,2012/3/5,16,Monday,March
6443,Spring,0,1,11,376,387,2012/3/5,17,Monday,March
6444,Spring,0,1,12,363,375,2012/3/5,18,Monday,March
6445,Spring,0,1,6,220,226,2012/3/5,19,Monday,March
6446,Spring,0,1,8,171,179,2012/3/5,20,Monday,March
6447,Spring,0,1,4,116,120,2012/3/5,21,Monday,March
6448,Spring,0,1,2,76,78,2012/3/5,22,Monday,March
6449,Spring,0,1,2,29,31,2012/3/5,23,Monday,March
6450,Spring,0,1,0,8,8,2012/3/6,0,Tuesday,March
6451,Spring,0,1,0,6,6,2012/3/6,1,Tuesday,March
6452,Spring,0,1,0,4,4,2012/3/6,2,Tuesday,March
6453,Spring,0,1,0,1,1,2012/3/6,3,Tuesday,March
6454,Spring,0,1,0,3,3,2012/3/6,4,Tuesday,March
6455,Spring,0,1,0,25,25,2012/3/6,5,Tuesday,March
6456,Spring,0,1,3,99,102,2012/3/6,6,Tuesday,March
6457,Spring,0,1,5,270,275,2012/3/6,7,Tuesday,March
6458,Spring,0,1,14,487,501,2012/3/6,8,Tuesday,March
6459,Spring,0,1,11,222,233,2012/3/6,9,Tuesday,March
6460,Spring,0,1,16,113,129,2012/3/6,10,Tuesday,March
6461,Spring,0,1,20,110,130,2012/3/6,11,Tuesday,March
6462,Spring,0,1,9,129,138,2012/3/6,12,Tuesday,March
6463,Spring,0,1,16,148,164,2012/3/6,13,Tuesday,March
6464,Spring,0,1,20,116,136,2012/3/6,14,Tuesday,March
6465,Spring,0,1,24,142,166,2012/3/6,15,Tuesday,March
6466,Spring,0,1,22,228,250,2012/3/6,16,Tuesday,March
6467,Spring,0,1,21,425,446,2012/3/6,17,Tuesday,March
6468,Spring,0,1,15,442,457,2012/3/6,18,Tuesday,March
6469,Spring,0,1,9,278,287,2012/3/6,19,Tuesday,March
6470,Spring,0,1,3,184,187,2012/3/6,20,Tuesday,March
6471,Spring,0,1,5,143,148,2012/3/6,21,Tuesday,March
6472,Spring,0,1,5,101,106,2012/3/6,22,Tuesday,March
6473,Spring,0,1,3,51,54,2012/3/6,23,Tuesday,March
6474,Spring,0,1,3,12,15,2012/3/7,0,Wednesday,March
6475,Spring,0,1,1,4,5,2012/3/7,1,Wednesday,March
6476,Spring,0,1,0,4,4,2012/3/7,2,Wednesday,March
6477,Spring,0,1,1,2,3,2012/3/7,3,Wednesday,March
6478,Spring,0,1,0,3,3,2012/3/7,4,Wednesday,March
6479,Spring,0,1,0,18,18,2012/3/7,5,Wednesday,March
6480,Spring,0,1,4,104,108,2012/3/7,6,Wednesday,March
6481,Spring,0,1,12,332,344,2012/3/7,7,Wednesday,March
6482,Spring,0,1,12,554,566,2012/3/7,8,Wednesday,March
6483,Spring,0,1,12,252,264,2012/3/7,9,Wednesday,March
6484,Spring,0,1,20,127,147,2012/3/7,10,Wednesday,March
6485,Spring,0,1,33,128,161,2012/3/7,11,Wednesday,March
6486,Spring,0,1,40,175,215,2012/3/7,12,Wednesday,March
6487,Spring,0,1,26,179,205,2012/3/7,13,Wednesday,March
6488,Spring,0,1,38,137,175,2012/3/7,14,Wednesday,March
6489,Spring,0,1,44,165,209,2012/3/7,15,Wednesday,March
6490,Spring,0,1,34,254,288,2012/3/7,16,Wednesday,March
6491,Spring,0,1,58,554,612,2012/3/7,17,Wednesday,March
6492,Spring,0,1,35,509,544,2012/3/7,18,Wednesday,March
6493,Spring,0,1,16,345,361,2012/3/7,19,Wednesday,March
6494,Spring,0,1,18,242,260,2012/3/7,20,Wednesday,March
6495,Spring,0,1,11,177,188,2012/3/7,21,Wednesday,March
6496,Spring,0,1,10,149,159,2012/3/7,22,Wednesday,March
6497,Spring,0,1,4,58,62,2012/3/7,23,Wednesday,March
6498,Spring,0,1,11,35,46,2012/3/8,0,Thursday,March
6499,Spring,0,1,4,17,21,2012/3/8,1,Thursday,March
6500,Spring,0,1,6,5,11,2012/3/8,2,Thursday,March
6501,Spring,0,1,0,3,3,2012/3/8,3,Thursday,March
6502,Spring,0,1,0,2,2,2012/3/8,4,Thursday,March
6503,Spring,0,1,1,28,29,2012/3/8,5,Thursday,March
6504,Spring,0,1,4,105,109,2012/3/8,6,Thursday,March
6505,Spring,0,1,8,326,334,2012/3/8,7,Thursday,March
6506,Spring,0,1,12,573,585,2012/3/8,8,Thursday,March
6507,Spring,0,1,19,282,301,2012/3/8,9,Thursday,March
6508,Spring,0,1,19,119,138,2012/3/8,10,Thursday,March
6509,Spring,0,1,48,156,204,2012/3/8,11,Thursday,March
6510,Spring,0,1,27,224,251,2012/3/8,12,Thursday,March
6511,Spring,0,1,35,198,233,2012/3/8,13,Thursday,March
6512,Spring,0,1,48,155,203,2012/3/8,14,Thursday,March
6513,Spring,0,1,24,161,185,2012/3/8,15,Thursday,March
6514,Spring,0,1,37,305,342,2012/3/8,16,Thursday,March
6515,Spring,0,1,52,545,597,2012/3/8,17,Thursday,March
6516,Spring,0,1,45,545,590,2012/3/8,18,Thursday,March
6517,Spring,0,1,21,395,416,2012/3/8,19,Thursday,March
6518,Spring,0,1,20,282,302,2012/3/8,20,Thursday,March
6519,Spring,0,1,27,206,233,2012/3/8,21,Thursday,March
6520,Spring,0,1,12,141,153,2012/3/8,22,Thursday,March
6521,Spring,0,1,6,88,94,2012/3/8,23,Thursday,March
6522,Spring,0,1,3,51,54,2012/3/9,0,Friday,March
6523,Spring,0,1,4,22,26,2012/3/9,1,Friday,March
6524,Spring,0,1,2,9,11,2012/3/9,2,Friday,March
6525,Spring,0,1,0,7,7,2012/3/9,3,Friday,March
6526,Spring,0,1,0,1,1,2012/3/9,4,Friday,March
6527,Spring,0,1,2,27,29,2012/3/9,5,Friday,March
6528,Spring,0,1,2,83,85,2012/3/9,6,Friday,March
6529,Spring,0,1,6,262,268,2012/3/9,7,Friday,March
6530,Spring,0,1,17,484,501,2012/3/9,8,Friday,March
6531,Spring,0,1,17,267,284,2012/3/9,9,Friday,March
6532,Spring,0,1,14,145,159,2012/3/9,10,Friday,March
6533,Spring,0,1,17,170,187,2012/3/9,11,Friday,March
6534,Spring,0,1,27,174,201,2012/3/9,12,Friday,March
6535,Spring,0,1,49,175,224,2012/3/9,13,Friday,March
6536,Spring,0,1,49,129,178,2012/3/9,14,Friday,March
6537,Spring,0,1,50,188,238,2012/3/9,15,Friday,March
6538,Spring,0,1,51,292,343,2012/3/9,16,Friday,March
6539,Spring,0,1,68,498,566,2012/3/9,17,Friday,March
6540,Spring,0,1,30,440,470,2012/3/9,18,Friday,March
6541,Spring,0,1,12,232,244,2012/3/9,19,Friday,March
6542,Spring,0,1,3,156,159,2012/3/9,20,Friday,March
6543,Spring,0,1,8,133,141,2012/3/9,21,Friday,March
6544,Spring,0,1,7,100,107,2012/3/9,22,Friday,March
6545,Spring,0,1,9,77,86,2012/3/9,23,Friday,March
6546,Spring,0,0,9,68,77,2012/3/10,0,Saturday,March
6547,Spring,0,0,1,50,51,2012/3/10,1,Saturday,March
6548,Spring,0,0,12,30,42,2012/3/10,2,Saturday,March
6549,Spring,0,0,0,16,16,2012/3/10,3,Saturday,March
6550,Spring,0,0,1,3,4,2012/3/10,4,Saturday,March
6551,Spring,0,0,3,7,10,2012/3/10,5,Saturday,March
6552,Spring,0,0,1,11,12,2012/3/10,6,Saturday,March
6553,Spring,0,0,4,36,40,2012/3/10,7,Saturday,March
6554,Spring,0,0,15,96,111,2012/3/10,8,Saturday,March
6555,Spring,0,0,21,127,148,2012/3/10,9,Saturday,March
6556,Spring,0,0,47,176,223,2012/3/10,10,Saturday,March
6557,Spring,0,0,56,218,274,2012/3/10,11,Saturday,March
6558,Spring,0,0,88,241,329,2012/3/10,12,Saturday,March
6559,Spring,0,0,89,268,357,2012/3/10,13,Saturday,March
6560,Spring,0,0,117,262,379,2012/3/10,14,Saturday,March
6561,Spring,0,0,132,274,406,2012/3/10,15,Saturday,March
6562,Spring,0,0,115,275,390,2012/3/10,16,Saturday,March
6563,Spring,0,0,104,250,354,2012/3/10,17,Saturday,March
6564,Spring,0,0,67,230,297,2012/3/10,18,Saturday,March
6565,Spring,0,0,25,159,184,2012/3/10,19,Saturday,March
6566,Spring,0,0,20,101,121,2012/3/10,20,Saturday,March
6567,Spring,0,0,16,94,110,2012/3/10,21,Saturday,March
6568,Spring,0,0,19,81,100,2012/3/10,22,Saturday,March
6569,Spring,0,0,6,77,83,2012/3/10,23,Saturday,March
6570,Spring,0,0,7,62,69,2012/3/11,0,Sunday,March
6571,Spring,0,0,4,57,61,2012/3/11,1,Sunday,March
6572,Spring,0,0,15,51,66,2012/3/11,3,Sunday,March
6573,Spring,0,0,7,15,22,2012/3/11,4,Sunday,March
6574,Spring,0,0,2,5,7,2012/3/11,5,Sunday,March
6575,Spring,0,0,2,8,10,2012/3/11,6,Sunday,March
6576,Spring,0,0,2,15,17,2012/3/11,7,Sunday,March
6577,Spring,0,0,4,68,72,2012/3/11,8,Sunday,March
6578,Spring,0,0,20,70,90,2012/3/11,9,Sunday,March
6579,Spring,0,0,71,147,218,2012/3/11,10,Sunday,March
6580,Spring,0,0,90,209,299,2012/3/11,11,Sunday,March
6581,Spring,0,0,146,264,410,2012/3/11,12,Sunday,March
6582,Spring,0,0,176,288,464,2012/3/11,13,Sunday,March
6583,Spring,0,0,212,289,501,2012/3/11,14,Sunday,March
6584,Spring,0,0,201,286,487,2012/3/11,15,Sunday,March
6585,Spring,0,0,208,301,509,2012/3/11,16,Sunday,March
6586,Spring,0,0,199,299,498,2012/3/11,17,Sunday,March
6587,Spring,0,0,133,256,389,2012/3/11,18,Sunday,March
6588,Spring,0,0,55,203,258,2012/3/11,19,Sunday,March
6589,Spring,0,0,42,129,171,2012/3/11,20,Sunday,March
6590,Spring,0,0,37,110,147,2012/3/11,21,Sunday,March
6591,Spring,0,0,13,81,94,2012/3/11,22,Sunday,March
6592,Spring,0,0,12,40,52,2012/3/11,23,Sunday,March
6593,Spring,0,1,4,20,24,2012/3/12,0,Monday,March
6594,Spring,0,1,1,9,10,2012/3/12,1,Monday,March
6595,Spring,0,1,4,5,9,2012/3/12,2,Monday,March
6596,Spring,0,1,0,2,2,2012/3/12,3,Monday,March
6597,Spring,0,1,0,3,3,2012/3/12,4,Monday,March
6598,Spring,0,1,1,15,16,2012/3/12,5,Monday,March
6599,Spring,0,1,2,86,88,2012/3/12,6,Monday,March
6600,Spring,0,1,9,259,268,2012/3/12,7,Monday,March
6601,Spring,0,1,17,547,564,2012/3/12,8,Monday,March
6602,Spring,0,1,21,260,281,2012/3/12,9,Monday,March
6603,Spring,0,1,39,98,137,2012/3/12,10,Monday,March
6604,Spring,0,1,39,111,150,2012/3/12,11,Monday,March
6605,Spring,0,1,59,162,221,2012/3/12,12,Monday,March
6606,Spring,0,1,74,176,250,2012/3/12,13,Monday,March
6607,Spring,0,1,76,145,221,2012/3/12,14,Monday,March
6608,Spring,0,1,74,159,233,2012/3/12,15,Monday,March
6609,Spring,0,1,77,255,332,2012/3/12,16,Monday,March
6610,Spring,0,1,87,557,644,2012/3/12,17,Monday,March
6611,Spring,0,1,89,623,712,2012/3/12,18,Monday,March
6612,Spring,0,1,67,379,446,2012/3/12,19,Monday,March
6613,Spring,0,1,49,237,286,2012/3/12,20,Monday,March
6614,Spring,0,1,22,183,205,2012/3/12,21,Monday,March
6615,Spring,0,1,17,116,133,2012/3/12,22,Monday,March
6616,Spring,0,1,10,53,63,2012/3/12,23,Monday,March
6617,Spring,0,1,5,21,26,2012/3/13,0,Tuesday,March
6618,Spring,0,1,2,14,16,2012/3/13,1,Tuesday,March
6619,Spring,0,1,0,1,1,2012/3/13,2,Tuesday,March
6620,Spring,0,1,0,2,2,2012/3/13,3,Tuesday,March
6621,Spring,0,1,0,1,1,2012/3/13,4,Tuesday,March
6622,Spring,0,1,0,24,24,2012/3/13,5,Tuesday,March
6623,Spring,0,1,5,108,113,2012/3/13,6,Tuesday,March
6624,Spring,0,1,16,292,308,2012/3/13,7,Tuesday,March
6625,Spring,0,1,22,571,593,2012/3/13,8,Tuesday,March
6626,Spring,0,1,18,324,342,2012/3/13,9,Tuesday,March
6627,Spring,0,1,28,115,143,2012/3/13,10,Tuesday,March
6628,Spring,0,1,64,155,219,2012/3/13,11,Tuesday,March
6629,Spring,0,1,47,197,244,2012/3/13,12,Tuesday,March
6630,Spring,0,1,53,180,233,2012/3/13,13,Tuesday,March
6631,Spring,0,1,52,160,212,2012/3/13,14,Tuesday,March
6632,Spring,0,1,68,196,264,2012/3/13,15,Tuesday,March
6633,Spring,0,1,53,312,365,2012/3/13,16,Tuesday,March
6634,Spring,0,1,62,614,676,2012/3/13,17,Tuesday,March
6635,Spring,0,1,96,638,734,2012/3/13,18,Tuesday,March
6636,Spring,0,1,50,429,479,2012/3/13,19,Tuesday,March
6637,Spring,0,1,45,306,351,2012/3/13,20,Tuesday,March
6638,Spring,0,1,44,200,244,2012/3/13,21,Tuesday,March
6639,Spring,0,1,24,146,170,2012/3/13,22,Tuesday,March
6640,Spring,0,1,8,79,87,2012/3/13,23,Tuesday,March
6641,Spring,0,1,5,34,39,2012/3/14,0,Wednesday,March
6642,Spring,0,1,2,25,27,2012/3/14,1,Wednesday,March
6643,Spring,0,1,0,2,2,2012/3/14,2,Wednesday,March
6644,Spring,0,1,1,3,4,2012/3/14,3,Wednesday,March
6645,Spring,0,1,1,4,5,2012/3/14,4,Wednesday,March
6646,Spring,0,1,2,25,27,2012/3/14,5,Wednesday,March
6647,Spring,0,1,1,120,121,2012/3/14,6,Wednesday,March
6648,Spring,0,1,20,348,368,2012/3/14,7,Wednesday,March
6649,Spring,0,1,34,628,662,2012/3/14,8,Wednesday,March
6650,Spring,0,1,26,325,351,2012/3/14,9,Wednesday,March
6651,Spring,0,1,38,150,188,2012/3/14,10,Wednesday,March
6652,Spring,0,1,65,155,220,2012/3/14,11,Wednesday,March
6653,Spring,0,1,55,212,267,2012/3/14,12,Wednesday,March
6654,Spring,0,1,57,197,254,2012/3/14,13,Wednesday,March
6655,Spring,0,1,61,163,224,2012/3/14,14,Wednesday,March
6656,Spring,0,1,86,197,283,2012/3/14,15,Wednesday,March
6657,Spring,0,1,78,278,356,2012/3/14,16,Wednesday,March
6660,Spring,0,1,70,402,472,2012/3/14,19,Wednesday,March
6661,Spring,0,1,44,286,330,2012/3/14,20,Wednesday,March
6662,Spring,0,1,47,241,288,2012/3/14,21,Wednesday,March
6663,Spring,0,1,43,159,202,2012/3/14,22,Wednesday,March
6664,Spring,0,1,19,72,91,2012/3/14,23,Wednesday,March
6665,Spring,0,1,14,46,60,2012/3/15,0,Thursday,March
6666,Spring,0,1,15,8,23,2012/3/15,1,Thursday,March
6667,Spring,0,1,14,5,19,2012/3/15,2,Thursday,March
6668,Spring,0,1,0,7,7,2012/3/15,3,Thursday,March
6669,Spring,0,1,11,3,14,2012/3/15,4,Thursday,March
6670,Spring,0,1,2,24,26,2012/3/15,5,Thursday,March
6671,Spring,0,1,4,113,117,2012/3/15,6,Thursday,March
6672,Spring,0,1,14,367,381,2012/3/15,7,Thursday,March
6673,Spring,0,1,21,602,623,2012/3/15,8,Thursday,March
6674,Spring,0,1,30,285,315,2012/3/15,9,Thursday,March
6675,Spring,0,1,34,130,164,2012/3/15,10,Thursday,March
6676,Spring,0,1,60,151,211,2012/3/15,11,Thursday,March
6677,Spring,0,1,59,206,265,2012/3/15,12,Thursday,March
6678,Spring,0,1,62,211,273,2012/3/15,13,Thursday,March
6679,Spring,0,1,81,177,258,2012/3/15,14,Thursday,March
6680,Spring,0,1,100,187,287,2012/3/15,15,Thursday,March
6681,Spring,0,1,95,331,426,2012/3/15,16,Thursday,March
6682,Spring,0,1,79,634,713,2012/3/15,17,Thursday,March
6684,Spring,0,1,72,353,425,2012/3/15,19,Thursday,March
6685,Spring,0,1,60,270,330,2012/3/15,20,Thursday,March
6686,Spring,0,1,36,207,243,2012/3/15,21,Thursday,March
6687,Spring,0,1,32,137,169,2012/3/15,22,Thursday,March
6688,Spring,0,1,12,85,97,2012/3/15,23,Thursday,March
6689,Spring,0,1,8,49,57,2012/3/16,0,Friday,March
6690,Spring,0,1,4,22,26,2012/3/16,1,Friday,March
6691,Spring,0,1,0,4,4,2012/3/16,2,Friday,March
6692,Spring,0,1,0,3,3,2012/3/16,3,Friday,March
6693,Spring,0,1,0,3,3,2012/3/16,4,Friday,March
6694,Spring,0,1,2,30,32,2012/3/16,5,Friday,March
6695,Spring,0,1,3,96,99,2012/3/16,6,Friday,March
6696,Spring,0,1,13,265,278,2012/3/16,7,Friday,March
6697,Spring,0,1,28,534,562,2012/3/16,8,Friday,March
6698,Spring,0,1,35,277,312,2012/3/16,9,Friday,March
6699,Spring,0,1,44,136,180,2012/3/16,10,Friday,March
6700,Spring,0,1,40,167,207,2012/3/16,11,Friday,March
6701,Spring,0,1,72,222,294,2012/3/16,12,Friday,March
6702,Spring,0,1,52,208,260,2012/3/16,13,Friday,March
6703,Spring,0,1,56,146,202,2012/3/16,14,Friday,March
6704,Spring,0,1,19,88,107,2012/3/16,15,Friday,March
6705,Spring,0,1,18,111,129,2012/3/16,16,Friday,March
6706,Spring,0,1,23,235,258,2012/3/16,17,Friday,March
6707,Spring,0,1,31,377,408,2012/3/16,18,Friday,March
6708,Spring,0,1,23,273,296,2012/3/16,19,Friday,March
6709,Spring,0,1,31,204,235,2012/3/16,20,Friday,March
6710,Spring,0,1,8,144,152,2012/3/16,21,Friday,March
6711,Spring,0,1,16,132,148,2012/3/16,22,Friday,March
6712,Spring,0,1,22,104,126,2012/3/16,23,Friday,March
6713,Spring,0,0,13,87,100,2012/3/17,0,Saturday,March
6714,Spring,0,0,12,57,69,2012/3/17,1,Saturday,March
6715,Spring,0,0,10,32,42,2012/3/17,2,Saturday,March
6716,Spring,0,0,2,24,26,2012/3/17,3,Saturday,March
6717,Spring,0,0,0,2,2,2012/3/17,4,Saturday,March
6718,Spring,0,0,5,3,8,2012/3/17,5,Saturday,March
6719,Spring,0,0,1,29,30,2012/3/17,6,Saturday,March
6720,Spring,0,0,29,57,86,2012/3/17,7,Saturday,March
6721,Spring,0,0,63,155,218,2012/3/17,8,Saturday,March
6722,Spring,0,0,104,217,321,2012/3/17,9,Saturday,March
6723,Spring,0,0,140,303,443,2012/3/17,10,Saturday,March
6724,Spring,0,0,226,359,585,2012/3/17,11,Saturday,March
6725,Spring,0,0,286,365,651,2012/3/17,12,Saturday,March
6726,Spring,0,0,286,400,686,2012/3/17,13,Saturday,March
6727,Spring,0,0,352,338,690,2012/3/17,14,Saturday,March
6728,Spring,0,0,357,322,679,2012/3/17,15,Saturday,March
6729,Spring,0,0,367,318,685,2012/3/17,16,Saturday,March
6730,Spring,0,0,291,357,648,2012/3/17,17,Saturday,March
6731,Spring,0,0,221,339,560,2012/3/17,18,Saturday,March
6732,Spring,0,0,155,262,417,2012/3/17,19,Saturday,March
6733,Spring,0,0,89,182,271,2012/3/17,20,Saturday,March
6734,Spring,0,0,54,169,223,2012/3/17,21,Saturday,March
6735,Spring,0,0,58,153,211,2012/3/17,22,Saturday,March
6736,Spring,0,0,34,151,185,2012/3/17,23,Saturday,March
6737,Spring,0,0,27,80,107,2012/3/18,0,Sunday,March
6738,Spring,0,0,25,88,113,2012/3/18,1,Sunday,March
6739,Spring,0,0,15,41,56,2012/3/18,2,Sunday,March
6740,Spring,0,0,3,15,18,2012/3/18,3,Sunday,March
6741,Spring,0,0,6,8,14,2012/3/18,4,Sunday,March
6742,Spring,0,0,0,6,6,2012/3/18,5,Sunday,March
6743,Spring,0,0,2,9,11,2012/3/18,6,Sunday,March
6744,Spring,0,0,17,25,42,2012/3/18,7,Sunday,March
6745,Spring,0,0,25,71,96,2012/3/18,8,Sunday,March
6746,Spring,0,0,65,113,178,2012/3/18,9,Sunday,March
6747,Spring,0,0,139,212,351,2012/3/18,10,Sunday,March
6748,Spring,0,0,129,239,368,2012/3/18,11,Sunday,March
6749,Spring,0,0,222,281,503,2012/3/18,12,Sunday,March
6750,Spring,0,0,198,346,544,2012/3/18,13,Sunday,March
6751,Spring,0,0,218,303,521,2012/3/18,14,Sunday,March
6752,Spring,0,0,240,314,554,2012/3/18,15,Sunday,March
6753,Spring,0,0,229,312,541,2012/3/18,16,Sunday,March
6754,Spring,0,0,233,308,541,2012/3/18,17,Sunday,March
6755,Spring,0,0,165,294,459,2012/3/18,18,Sunday,March
6756,Spring,0,0,118,234,352,2012/3/18,19,Sunday,March
6757,Spring,0,0,59,139,198,2012/3/18,20,Sunday,March
6758,Spring,0,0,44,129,173,2012/3/18,21,Sunday,March
6759,Spring,0,0,21,79,100,2012/3/18,22,Sunday,March
6760,Spring,0,0,7,39,46,2012/3/18,23,Sunday,March
6761,Spring,0,1,4,19,23,2012/3/19,0,Monday,March
6762,Spring,0,1,0,15,15,2012/3/19,1,Monday,March
6763,Spring,0,1,1,7,8,2012/3/19,2,Monday,March
6764,Spring,0,1,0,2,2,2012/3/19,3,Monday,March
6765,Spring,0,1,0,3,3,2012/3/19,4,Monday,March
6766,Spring,0,1,0,31,31,2012/3/19,5,Monday,March
6767,Spring,0,1,2,118,120,2012/3/19,6,Monday,March
6768,Spring,0,1,25,329,354,2012/3/19,7,Monday,March
6769,Spring,0,1,16,563,579,2012/3/19,8,Monday,March
6770,Spring,0,1,55,276,331,2012/3/19,9,Monday,March
6771,Spring,0,1,56,128,184,2012/3/19,10,Monday,March
6772,Spring,0,1,56,145,201,2012/3/19,11,Monday,March
6773,Spring,0,1,71,211,282,2012/3/19,12,Monday,March
6774,Spring,0,1,69,194,263,2012/3/19,13,Monday,March
6775,Spring,0,1,60,200,260,2012/3/19,14,Monday,March
6776,Spring,0,1,97,189,286,2012/3/19,15,Monday,March
6777,Spring,0,1,65,320,385,2012/3/19,16,Monday,March
6778,Spring,0,1,106,615,721,2012/3/19,17,Monday,March
6780,Spring,0,1,86,463,549,2012/3/19,19,Monday,March
6781,Spring,0,1,34,296,330,2012/3/19,20,Monday,March
6782,Spring,0,1,33,190,223,2012/3/19,21,Monday,March
6783,Spring,0,1,17,131,148,2012/3/19,22,Monday,March
6784,Spring,0,1,9,45,54,2012/3/19,23,Monday,March
6785,Summer,0,0,8,59,67,2012/4/1,0,Sunday,April
6786,Summer,0,0,13,49,62,2012/4/1,1,Sunday,April
6787,Summer,0,0,20,61,81,2012/4/1,2,Sunday,April
6788,Summer,0,0,4,21,25,2012/4/1,3,Sunday,April
6789,Summer,0,0,3,9,12,2012/4/1,4,Sunday,April
6790,Summer,0,0,8,10,18,2012/4/1,5,Sunday,April
6791,Summer,0,0,9,88,97,2012/4/1,6,Sunday,April
6792,Summer,0,0,29,55,84,2012/4/1,7,Sunday,April
6793,Summer,0,0,37,88,125,2012/4/1,8,Sunday,April
6794,Summer,0,0,102,173,275,2012/4/1,9,Sunday,April
6795,Summer,0,0,132,228,360,2012/4/1,10,Sunday,April
6796,Summer,0,0,180,271,451,2012/4/1,11,Sunday,April
6797,Summer,0,0,187,258,445,2012/4/1,12,Sunday,April
6798,Summer,0,0,190,274,464,2012/4/1,13,Sunday,April
6799,Summer,0,0,283,278,561,2012/4/1,14,Sunday,April
6800,Summer,0,0,295,278,573,2012/4/1,15,Sunday,April
6801,Summer,0,0,236,275,511,2012/4/1,16,Sunday,April
6802,Summer,0,0,232,323,555,2012/4/1,17,Sunday,April
6803,Summer,0,0,153,279,432,2012/4/1,18,Sunday,April
6804,Summer,0,0,110,236,346,2012/4/1,19,Sunday,April
6805,Summer,0,0,66,166,232,2012/4/1,20,Sunday,April
6806,Summer,0,0,33,101,134,2012/4/1,21,Sunday,April
6807,Summer,0,0,7,61,68,2012/4/1,22,Sunday,April
6808,Summer,0,0,10,53,63,2012/4/1,23,Sunday,April
6809,Summer,0,1,6,11,17,2012/4/2,0,Monday,April
6810,Summer,0,1,0,5,5,2012/4/2,1,Monday,April
6811,Summer,0,1,2,3,5,2012/4/2,2,Monday,April
6812,Summer,0,1,2,2,4,2012/4/2,4,Monday,April
6813,Summer,0,1,2,22,24,2012/4/2,5,Monday,April
6814,Summer,0,1,6,104,110,2012/4/2,6,Monday,April
6815,Summer,0,1,12,294,306,2012/4/2,7,Monday,April
6816,Summer,0,1,36,553,589,2012/4/2,8,Monday,April
6817,Summer,0,1,52,265,317,2012/4/2,9,Monday,April
6818,Summer,0,1,85,119,204,2012/4/2,10,Monday,April
6819,Summer,0,1,81,128,209,2012/4/2,11,Monday,April
6820,Summer,0,1,100,181,281,2012/4/2,12,Monday,April
6821,Summer,0,1,97,184,281,2012/4/2,13,Monday,April
6822,Summer,0,1,127,141,268,2012/4/2,14,Monday,April
6823,Summer,0,1,132,192,324,2012/4/2,15,Monday,April
6824,Summer,0,1,104,291,395,2012/4/2,16,Monday,April
6825,Summer,0,1,128,601,729,2012/4/2,17,Monday,April
6826,Summer,0,1,75,543,618,2012/4/2,18,Monday,April
6827,Summer,0,1,66,428,494,2012/4/2,19,Monday,April
6828,Summer,0,1,48,281,329,2012/4/2,20,Monday,April
6829,Summer,0,1,24,214,238,2012/4/2,21,Monday,April
6830,Summer,0,1,17,106,123,2012/4/2,22,Monday,April
6831,Summer,0,1,6,60,66,2012/4/2,23,Monday,April
6832,Summer,0,1,1,32,33,2012/4/3,0,Tuesday,April
6833,Summer,0,1,0,11,11,2012/4/3,1,Tuesday,April
6834,Summer,0,1,0,5,5,2012/4/3,2,Tuesday,April
6835,Summer,0,1,0,3,3,2012/4/3,3,Tuesday,April
6836,Summer,0,1,0,1,1,2012/4/3,4,Tuesday,April
6837,Summer,0,1,2,25,27,2012/4/3,5,Tuesday,April
6838,Summer,0,1,2,98,100,2012/4/3,6,Tuesday,April
6839,Summer,0,1,14,327,341,2012/4/3,7,Tuesday,April
6840,Summer,0,1,27,577,604,2012/4/3,8,Tuesday,April
6841,Summer,0,1,54,354,408,2012/4/3,9,Tuesday,April
6842,Summer,0,1,77,142,219,2012/4/3,10,Tuesday,April
6843,Summer,0,1,91,167,258,2012/4/3,11,Tuesday,April
6844,Summer,0,1,101,230,331,2012/4/3,12,Tuesday,April
6845,Summer,0,1,120,225,345,2012/4/3,13,Tuesday,April
6846,Summer,0,1,120,191,311,2012/4/3,14,Tuesday,April
6847,Summer,0,1,109,207,316,2012/4/3,15,Tuesday,April
6848,Summer,0,1,145,340,485,2012/4/3,16,Tuesday,April
6851,Summer,0,1,98,460,558,2012/4/3,19,Tuesday,April
6852,Summer,0,1,54,325,379,2012/4/3,20,Tuesday,April
6853,Summer,0,1,33,210,243,2012/4/3,21,Tuesday,April
6854,Summer,0,1,25,133,158,2012/4/3,22,Tuesday,April
6855,Summer,0,1,13,66,79,2012/4/3,23,Tuesday,April
6856,Summer,0,1,18,23,41,2012/4/4,0,Wednesday,April
